      W(GeV)       theta(degrees)  [diff](nb)
    0.43860E+01    0.15537E+03    0.18436E-01
    0.43860E+01    0.15949E+03    0.18055E-01
    0.43860E+01    0.16369E+03    0.17743E-01
    0.43860E+01    0.16798E+03    0.17504E-01
    0.43860E+01    0.17230E+03    0.17338E-01
    0.43860E+01    0.17664E+03    0.17246E-01
    0.44360E+01    0.47495E-01    0.68276E+00
    0.44360E+01    0.10875E+00    0.68275E+00
    0.44360E+01    0.16974E+00    0.68273E+00
    0.44360E+01    0.22981E+00    0.68271E+00
    0.44360E+01    0.28857E+00    0.68268E+00
    0.44360E+01    0.34565E+00    0.68264E+00
    0.44360E+01    0.40072E+00    0.68259E+00
    0.44360E+01    0.45343E+00    0.68255E+00
    0.44360E+01    0.50349E+00    0.68249E+00
    0.44360E+01    0.55060E+00    0.68244E+00
    0.44360E+01    0.59448E+00    0.68239E+00
    0.44360E+01    0.63487E+00    0.68233E+00
    0.44360E+01    0.67154E+00    0.68228E+00
    0.44360E+01    0.70427E+00    0.68223E+00
    0.44360E+01    0.73287E+00    0.68219E+00
    0.44360E+01    0.75716E+00    0.68215E+00
    0.44360E+01    0.77702E+00    0.68212E+00
    0.44360E+01    0.79231E+00    0.68209E+00
    0.44360E+01    0.80296E+00    0.68208E+00
    0.44360E+01    0.80890E+00    0.68207E+00
    0.44360E+01    0.82272E+00    0.68204E+00
    0.44360E+01    0.87351E+00    0.68195E+00
    0.44360E+01    0.95702E+00    0.68179E+00
    0.44360E+01    0.10639E+01    0.68155E+00
    0.44360E+01    0.11858E+01    0.68126E+00
    0.44360E+01    0.13160E+01    0.68091E+00
    0.44360E+01    0.14498E+01    0.68052E+00
    0.44360E+01    0.15834E+01    0.68009E+00
    0.44360E+01    0.17141E+01    0.67963E+00
    0.44360E+01    0.18399E+01    0.67915E+00
    0.44360E+01    0.19590E+01    0.67867E+00
    0.44360E+01    0.20699E+01    0.67820E+00
    0.44360E+01    0.21716E+01    0.67774E+00
    0.44360E+01    0.22630E+01    0.67731E+00
    0.44360E+01    0.23433E+01    0.67692E+00
    0.44360E+01    0.24118E+01    0.67657E+00
    0.44360E+01    0.24680E+01    0.67628E+00
    0.44360E+01    0.25114E+01    0.67606E+00
    0.44360E+01    0.25417E+01    0.67589E+00
    0.44360E+01    0.25586E+01    0.67580E+00
    0.44360E+01    0.26019E+01    0.67557E+00
    0.44360E+01    0.27625E+01    0.67466E+00
    0.44360E+01    0.30267E+01    0.67305E+00
    0.44360E+01    0.33648E+01    0.67079E+00
    0.44360E+01    0.37504E+01    0.66793E+00
    0.44360E+01    0.41625E+01    0.66456E+00
    0.44360E+01    0.45857E+01    0.66076E+00
    0.44360E+01    0.50085E+01    0.65663E+00
    0.44360E+01    0.54224E+01    0.65228E+00
    0.44360E+01    0.58206E+01    0.64781E+00
    0.44360E+01    0.61975E+01    0.64333E+00
    0.44360E+01    0.65489E+01    0.63894E+00
    0.44360E+01    0.68708E+01    0.63476E+00
    0.44360E+01    0.71604E+01    0.63085E+00
    0.44360E+01    0.74148E+01    0.62732E+00
    0.44360E+01    0.76320E+01    0.62423E+00
    0.44360E+01    0.78101E+01    0.62165E+00
    0.44360E+01    0.79476E+01    0.61963E+00
    0.44360E+01    0.80435E+01    0.61820E+00
    0.44360E+01    0.80970E+01    0.61740E+00
    0.44360E+01    0.82342E+01    0.61533E+00
    0.44360E+01    0.87435E+01    0.60743E+00
    0.44360E+01    0.95812E+01    0.59376E+00
    0.44360E+01    0.10654E+02    0.57518E+00
    0.44360E+01    0.11879E+02    0.55279E+00
    0.44360E+01    0.13189E+02    0.52778E+00
    0.44360E+01    0.14536E+02    0.50134E+00
    0.44360E+01    0.15884E+02    0.47456E+00
    0.44360E+01    0.17205E+02    0.44836E+00
    0.44360E+01    0.18478E+02    0.42344E+00
    0.44360E+01    0.19685E+02    0.40032E+00
    0.44360E+01    0.20812E+02    0.37935E+00
    0.44360E+01    0.21847E+02    0.36072E+00
    0.44360E+01    0.22778E+02    0.34451E+00
    0.44360E+01    0.23598E+02    0.33072E+00
    0.44360E+01    0.24298E+02    0.31931E+00
    0.44360E+01    0.24873E+02    0.31021E+00
    0.44360E+01    0.25318E+02    0.30334E+00
    0.44360E+01    0.25628E+02    0.29863E+00
    0.44360E+01    0.25801E+02    0.29604E+00
    0.44360E+01    0.26245E+02    0.28948E+00
    0.44360E+01    0.27897E+02    0.26638E+00
    0.44360E+01    0.30627E+02    0.23266E+00
    0.44360E+01    0.34147E+02    0.19680E+00
    0.44360E+01    0.38201E+02    0.16465E+00
    0.44360E+01    0.42589E+02    0.13849E+00
    0.44360E+01    0.47165E+02    0.11814E+00
    0.44360E+01    0.51817E+02    0.10242E+00
    0.44360E+01    0.56461E+02    0.90096E-01
    0.44360E+01    0.61024E+02    0.80208E-01
    0.44360E+01    0.65445E+02    0.72121E-01
    0.44360E+01    0.69666E+02    0.65431E-01
    0.44360E+01    0.73630E+02    0.59878E-01
    0.44360E+01    0.77284E+02    0.55289E-01
    0.44360E+01    0.80574E+02    0.51537E-01
    0.44360E+01    0.83445E+02    0.48527E-01
    0.44360E+01    0.85848E+02    0.46183E-01
    0.44360E+01    0.87736E+02    0.44447E-01
    0.44360E+01    0.89071E+02    0.43273E-01
    0.44360E+01    0.89823E+02    0.42630E-01
    0.44360E+01    0.90098E+02    0.42398E-01
    0.44360E+01    0.90516E+02    0.42049E-01
    0.44360E+01    0.91257E+02    0.41440E-01
    0.44360E+01    0.92305E+02    0.40600E-01
    0.44360E+01    0.93636E+02    0.39568E-01
    0.44360E+01    0.95220E+02    0.38389E-01
    0.44360E+01    0.97024E+02    0.37109E-01
    0.44360E+01    0.99008E+02    0.35773E-01
    0.44360E+01    0.10113E+03    0.34425E-01
    0.44360E+01    0.10335E+03    0.33102E-01
    0.44360E+01    0.10561E+03    0.31834E-01
    0.44360E+01    0.10788E+03    0.30647E-01
    0.44360E+01    0.11009E+03    0.29559E-01
    0.44360E+01    0.11219E+03    0.28586E-01
    0.44360E+01    0.11414E+03    0.27736E-01
    0.44360E+01    0.11589E+03    0.27017E-01
    0.44360E+01    0.11737E+03    0.26432E-01
    0.44360E+01    0.11856E+03    0.25983E-01
    0.44360E+01    0.11941E+03    0.25672E-01
    0.44360E+01    0.11989E+03    0.25500E-01
    0.44360E+01    0.12011E+03    0.25419E-01
    0.44360E+01    0.12060E+03    0.25248E-01
    0.44360E+01    0.12146E+03    0.24950E-01
    0.44360E+01    0.12270E+03    0.24537E-01
    0.44360E+01    0.12429E+03    0.24026E-01
    0.44360E+01    0.12623E+03    0.23439E-01
    0.44360E+01    0.12848E+03    0.22798E-01
    0.44360E+01    0.13104E+03    0.22124E-01
    0.44360E+01    0.13387E+03    0.21439E-01
    0.44360E+01    0.13696E+03    0.20761E-01
    0.44360E+01    0.14028E+03    0.20106E-01
    0.44360E+01    0.14380E+03    0.19488E-01
    0.44360E+01    0.14750E+03    0.18917E-01
    0.44360E+01    0.15137E+03    0.18401E-01
    0.44360E+01    0.15537E+03    0.17948E-01
    0.44360E+01    0.15949E+03    0.17562E-01
    0.44360E+01    0.16369E+03    0.17248E-01
    0.44360E+01    0.16798E+03    0.17008E-01
    0.44360E+01    0.17230E+03    0.16842E-01
    0.44360E+01    0.17664E+03    0.16750E-01
    0.44860E+01    0.47495E-01    0.88256E+00
    0.44860E+01    0.10875E+00    0.88255E+00
    0.44860E+01    0.16974E+00    0.88252E+00
    0.44860E+01    0.22981E+00    0.88248E+00
    0.44860E+01    0.28857E+00    0.88243E+00
    0.44860E+01    0.34565E+00    0.88238E+00
    0.44860E+01    0.40072E+00    0.88231E+00
    0.44860E+01    0.45343E+00    0.88224E+00
    0.44860E+01    0.50349E+00    0.88216E+00
    0.44860E+01    0.55060E+00    0.88208E+00
    0.44860E+01    0.59448E+00    0.88200E+00
    0.44860E+01    0.63487E+00    0.88193E+00
    0.44860E+01    0.67154E+00    0.88185E+00
    0.44860E+01    0.70427E+00    0.88178E+00
    0.44860E+01    0.73287E+00    0.88171E+00
    0.44860E+01    0.75716E+00    0.88166E+00
    0.44860E+01    0.77702E+00    0.88161E+00
    0.44860E+01    0.79231E+00    0.88157E+00
    0.44860E+01    0.80296E+00    0.88154E+00
    0.44860E+01    0.80890E+00    0.88153E+00
    0.44860E+01    0.82272E+00    0.88149E+00
    0.44860E+01    0.87351E+00    0.88136E+00
    0.44860E+01    0.95702E+00    0.88111E+00
    0.44860E+01    0.10639E+01    0.88077E+00
    0.44860E+01    0.11858E+01    0.88034E+00
    0.44860E+01    0.13160E+01    0.87982E+00
    0.44860E+01    0.14498E+01    0.87924E+00
    0.44860E+01    0.15834E+01    0.87860E+00
    0.44860E+01    0.17141E+01    0.87792E+00
    0.44860E+01    0.18399E+01    0.87721E+00
    0.44860E+01    0.19590E+01    0.87650E+00
    0.44860E+01    0.20699E+01    0.87580E+00
    0.44860E+01    0.21716E+01    0.87512E+00
    0.44860E+01    0.22630E+01    0.87449E+00
    0.44860E+01    0.23433E+01    0.87391E+00
    0.44860E+01    0.24118E+01    0.87340E+00
    0.44860E+01    0.24680E+01    0.87297E+00
    0.44860E+01    0.25114E+01    0.87263E+00
    0.44860E+01    0.25417E+01    0.87239E+00
    0.44860E+01    0.25586E+01    0.87226E+00
    0.44860E+01    0.26019E+01    0.87191E+00
    0.44860E+01    0.27625E+01    0.87056E+00
    0.44860E+01    0.30267E+01    0.86818E+00
    0.44860E+01    0.33648E+01    0.86484E+00
    0.44860E+01    0.37504E+01    0.86062E+00
    0.44860E+01    0.41625E+01    0.85564E+00
    0.44860E+01    0.45857E+01    0.85004E+00
    0.44860E+01    0.50085E+01    0.84395E+00
    0.44860E+01    0.54224E+01    0.83755E+00
    0.44860E+01    0.58206E+01    0.83098E+00
    0.44860E+01    0.61975E+01    0.82440E+00
    0.44860E+01    0.65489E+01    0.81797E+00
    0.44860E+01    0.68708E+01    0.81183E+00
    0.44860E+01    0.71604E+01    0.80612E+00
    0.44860E+01    0.74148E+01    0.80096E+00
    0.44860E+01    0.76320E+01    0.79644E+00
    0.44860E+01    0.78101E+01    0.79267E+00
    0.44860E+01    0.79476E+01    0.78972E+00
    0.44860E+01    0.80435E+01    0.78764E+00
    0.44860E+01    0.80970E+01    0.78647E+00
    0.44860E+01    0.82342E+01    0.78345E+00
    0.44860E+01    0.87435E+01    0.77196E+00
    0.44860E+01    0.95812E+01    0.75212E+00
    0.44860E+01    0.10654E+02    0.72529E+00
    0.44860E+01    0.11879E+02    0.69313E+00
    0.44860E+01    0.13189E+02    0.65746E+00
    0.44860E+01    0.14536E+02    0.62006E+00
    0.44860E+01    0.15884E+02    0.58250E+00
    0.44860E+01    0.17205E+02    0.54607E+00
    0.44860E+01    0.18478E+02    0.51176E+00
    0.44860E+01    0.19685E+02    0.48022E+00
    0.44860E+01    0.20812E+02    0.45187E+00
    0.44860E+01    0.21847E+02    0.42689E+00
    0.44860E+01    0.22778E+02    0.40533E+00
    0.44860E+01    0.23598E+02    0.38712E+00
    0.44860E+01    0.24298E+02    0.37215E+00
    0.44860E+01    0.24873E+02    0.36026E+00
    0.44860E+01    0.25318E+02    0.35133E+00
    0.44860E+01    0.25628E+02    0.34523E+00
    0.44860E+01    0.25801E+02    0.34187E+00
    0.44860E+01    0.26245E+02    0.33341E+00
    0.44860E+01    0.27897E+02    0.30388E+00
    0.44860E+01    0.30627E+02    0.26153E+00
    0.44860E+01    0.34147E+02    0.21761E+00
    0.44860E+01    0.38201E+02    0.17934E+00
    0.44860E+01    0.42589E+02    0.14905E+00
    0.44860E+01    0.47165E+02    0.12601E+00
    0.44860E+01    0.51817E+02    0.10849E+00
    0.44860E+01    0.56461E+02    0.94850E-01
    0.44860E+01    0.61024E+02    0.83955E-01
    0.44860E+01    0.65445E+02    0.75067E-01
    0.44860E+01    0.69666E+02    0.67736E-01
    0.44860E+01    0.73630E+02    0.61672E-01
    0.44860E+01    0.77284E+02    0.56679E-01
    0.44860E+01    0.80574E+02    0.52615E-01
    0.44860E+01    0.83445E+02    0.49366E-01
    0.44860E+01    0.85848E+02    0.46846E-01
    0.44860E+01    0.87736E+02    0.44985E-01
    0.44860E+01    0.89071E+02    0.43729E-01
    0.44860E+01    0.89823E+02    0.43043E-01
    0.44860E+01    0.90098E+02    0.42796E-01
    0.44860E+01    0.90516E+02    0.42424E-01
    0.44860E+01    0.91257E+02    0.41775E-01
    0.44860E+01    0.92305E+02    0.40882E-01
    0.44860E+01    0.93636E+02    0.39786E-01
    0.44860E+01    0.95220E+02    0.38537E-01
    0.44860E+01    0.97024E+02    0.37184E-01
    0.44860E+01    0.99008E+02    0.35778E-01
    0.44860E+01    0.10113E+03    0.34362E-01
    0.44860E+01    0.10335E+03    0.32977E-01
    0.44860E+01    0.10561E+03    0.31654E-01
    0.44860E+01    0.10788E+03    0.30419E-01
    0.44860E+01    0.11009E+03    0.29290E-01
    0.44860E+01    0.11219E+03    0.28283E-01
    0.44860E+01    0.11414E+03    0.27405E-01
    0.44860E+01    0.11589E+03    0.26663E-01
    0.44860E+01    0.11737E+03    0.26061E-01
    0.44860E+01    0.11856E+03    0.25600E-01
    0.44860E+01    0.11941E+03    0.25281E-01
    0.44860E+01    0.11989E+03    0.25104E-01
    0.44860E+01    0.12011E+03    0.25021E-01
    0.44860E+01    0.12060E+03    0.24846E-01
    0.44860E+01    0.12146E+03    0.24540E-01
    0.44860E+01    0.12270E+03    0.24117E-01
    0.44860E+01    0.12429E+03    0.23595E-01
    0.44860E+01    0.12623E+03    0.22997E-01
    0.44860E+01    0.12848E+03    0.22344E-01
    0.44860E+01    0.13104E+03    0.21659E-01
    0.44860E+01    0.13387E+03    0.20965E-01
    0.44860E+01    0.13696E+03    0.20280E-01
    0.44860E+01    0.14028E+03    0.19619E-01
    0.44860E+01    0.14380E+03    0.18996E-01
    0.44860E+01    0.14750E+03    0.18421E-01
    0.44860E+01    0.15137E+03    0.17902E-01
    0.44860E+01    0.15537E+03    0.17447E-01
    0.44860E+01    0.15949E+03    0.17060E-01
    0.44860E+01    0.16369E+03    0.16746E-01
    0.44860E+01    0.16798E+03    0.16508E-01
    0.44860E+01    0.17230E+03    0.16344E-01
    0.44860E+01    0.17664E+03    0.16253E-01
    0.45360E+01    0.47495E-01    0.11191E+01
    0.45360E+01    0.10875E+00    0.11191E+01
    0.45360E+01    0.16974E+00    0.11191E+01
    0.45360E+01    0.22981E+00    0.11190E+01
    0.45360E+01    0.28857E+00    0.11189E+01
    0.45360E+01    0.34565E+00    0.11189E+01
    0.45360E+01    0.40072E+00    0.11188E+01
    0.45360E+01    0.45343E+00    0.11187E+01
    0.45360E+01    0.50349E+00    0.11186E+01
    0.45360E+01    0.55060E+00    0.11184E+01
    0.45360E+01    0.59448E+00    0.11183E+01
    0.45360E+01    0.63487E+00    0.11182E+01
    0.45360E+01    0.67154E+00    0.11181E+01
    0.45360E+01    0.70427E+00    0.11180E+01
    0.45360E+01    0.73287E+00    0.11179E+01
    0.45360E+01    0.75716E+00    0.11178E+01
    0.45360E+01    0.77702E+00    0.11178E+01
    0.45360E+01    0.79231E+00    0.11177E+01
    0.45360E+01    0.80296E+00    0.11177E+01
    0.45360E+01    0.80890E+00    0.11176E+01
    0.45360E+01    0.82272E+00    0.11176E+01
    0.45360E+01    0.87351E+00    0.11174E+01
    0.45360E+01    0.95702E+00    0.11170E+01
    0.45360E+01    0.10639E+01    0.11166E+01
    0.45360E+01    0.11858E+01    0.11159E+01
    0.45360E+01    0.13160E+01    0.11152E+01
    0.45360E+01    0.14498E+01    0.11144E+01
    0.45360E+01    0.15834E+01    0.11134E+01
    0.45360E+01    0.17141E+01    0.11125E+01
    0.45360E+01    0.18399E+01    0.11115E+01
    0.45360E+01    0.19590E+01    0.11105E+01
    0.45360E+01    0.20699E+01    0.11094E+01
    0.45360E+01    0.21716E+01    0.11085E+01
    0.45360E+01    0.22630E+01    0.11076E+01
    0.45360E+01    0.23433E+01    0.11067E+01
    0.45360E+01    0.24118E+01    0.11060E+01
    0.45360E+01    0.24680E+01    0.11054E+01
    0.45360E+01    0.25114E+01    0.11049E+01
    0.45360E+01    0.25417E+01    0.11046E+01
    0.45360E+01    0.25586E+01    0.11044E+01
    0.45360E+01    0.26019E+01    0.11039E+01
    0.45360E+01    0.27625E+01    0.11020E+01
    0.45360E+01    0.30267E+01    0.10986E+01
    0.45360E+01    0.33648E+01    0.10938E+01
    0.45360E+01    0.37504E+01    0.10878E+01
    0.45360E+01    0.41625E+01    0.10807E+01
    0.45360E+01    0.45857E+01    0.10727E+01
    0.45360E+01    0.50085E+01    0.10640E+01
    0.45360E+01    0.54224E+01    0.10549E+01
    0.45360E+01    0.58206E+01    0.10456E+01
    0.45360E+01    0.61975E+01    0.10363E+01
    0.45360E+01    0.65489E+01    0.10272E+01
    0.45360E+01    0.68708E+01    0.10185E+01
    0.45360E+01    0.71604E+01    0.10104E+01
    0.45360E+01    0.74148E+01    0.10031E+01
    0.45360E+01    0.76320E+01    0.99675E+00
    0.45360E+01    0.78101E+01    0.99144E+00
    0.45360E+01    0.79476E+01    0.98728E+00
    0.45360E+01    0.80435E+01    0.98435E+00
    0.45360E+01    0.80970E+01    0.98270E+00
    0.45360E+01    0.82342E+01    0.97846E+00
    0.45360E+01    0.87435E+01    0.96230E+00
    0.45360E+01    0.95812E+01    0.93451E+00
    0.45360E+01    0.10654E+02    0.89707E+00
    0.45360E+01    0.11879E+02    0.85247E+00
    0.45360E+01    0.13189E+02    0.80335E+00
    0.45360E+01    0.14536E+02    0.75226E+00
    0.45360E+01    0.15884E+02    0.70138E+00
    0.45360E+01    0.17205E+02    0.65249E+00
    0.45360E+01    0.18478E+02    0.60685E+00
    0.45360E+01    0.19685E+02    0.56528E+00
    0.45360E+01    0.20812E+02    0.52824E+00
    0.45360E+01    0.21847E+02    0.49588E+00
    0.45360E+01    0.22778E+02    0.46816E+00
    0.45360E+01    0.23598E+02    0.44492E+00
    0.45360E+01    0.24298E+02    0.42591E+00
    0.45360E+01    0.24873E+02    0.41091E+00
    0.45360E+01    0.25318E+02    0.39968E+00
    0.45360E+01    0.25628E+02    0.39204E+00
    0.45360E+01    0.25801E+02    0.38783E+00
    0.45360E+01    0.26245E+02    0.37727E+00
    0.45360E+01    0.27897E+02    0.34073E+00
    0.45360E+01    0.30627E+02    0.28921E+00
    0.45360E+01    0.34147E+02    0.23704E+00
    0.45360E+01    0.38201E+02    0.19278E+00
    0.45360E+01    0.42589E+02    0.15861E+00
    0.45360E+01    0.47165E+02    0.13310E+00
    0.45360E+01    0.51817E+02    0.11390E+00
    0.45360E+01    0.56461E+02    0.99048E-01
    0.45360E+01    0.61024E+02    0.87201E-01
    0.45360E+01    0.65445E+02    0.77554E-01
    0.45360E+01    0.69666E+02    0.69618E-01
    0.45360E+01    0.73630E+02    0.63077E-01
    0.45360E+01    0.77284E+02    0.57714E-01
    0.45360E+01    0.80574E+02    0.53366E-01
    0.45360E+01    0.83445E+02    0.49904E-01
    0.45360E+01    0.85848E+02    0.47229E-01
    0.45360E+01    0.87736E+02    0.45258E-01
    0.45360E+01    0.89071E+02    0.43932E-01
    0.45360E+01    0.89823E+02    0.43209E-01
    0.45360E+01    0.90098E+02    0.42948E-01
    0.45360E+01    0.90516E+02    0.42556E-01
    0.45360E+01    0.91257E+02    0.41874E-01
    0.45360E+01    0.92305E+02    0.40936E-01
    0.45360E+01    0.93636E+02    0.39787E-01
    0.45360E+01    0.95220E+02    0.38479E-01
    0.45360E+01    0.97024E+02    0.37068E-01
    0.45360E+01    0.99008E+02    0.35604E-01
    0.45360E+01    0.10113E+03    0.34135E-01
    0.45360E+01    0.10335E+03    0.32702E-01
    0.45360E+01    0.10561E+03    0.31338E-01
    0.45360E+01    0.10788E+03    0.30067E-01
    0.45360E+01    0.11009E+03    0.28909E-01
    0.45360E+01    0.11219E+03    0.27878E-01
    0.45360E+01    0.11414E+03    0.26981E-01
    0.45360E+01    0.11589E+03    0.26224E-01
    0.45360E+01    0.11737E+03    0.25610E-01
    0.45360E+01    0.11856E+03    0.25141E-01
    0.45360E+01    0.11941E+03    0.24816E-01
    0.45360E+01    0.11989E+03    0.24636E-01
    0.45360E+01    0.12011E+03    0.24552E-01
    0.45360E+01    0.12060E+03    0.24374E-01
    0.45360E+01    0.12146E+03    0.24064E-01
    0.45360E+01    0.12270E+03    0.23635E-01
    0.45360E+01    0.12429E+03    0.23106E-01
    0.45360E+01    0.12623E+03    0.22501E-01
    0.45360E+01    0.12848E+03    0.21842E-01
    0.45360E+01    0.13104E+03    0.21153E-01
    0.45360E+01    0.13387E+03    0.20456E-01
    0.45360E+01    0.13696E+03    0.19769E-01
    0.45360E+01    0.14028E+03    0.19109E-01
    0.45360E+01    0.14380E+03    0.18486E-01
    0.45360E+01    0.14750E+03    0.17911E-01
    0.45360E+01    0.15137E+03    0.17393E-01
    0.45360E+01    0.15537E+03    0.16937E-01
    0.45360E+01    0.15949E+03    0.16552E-01
    0.45360E+01    0.16369E+03    0.16241E-01
    0.45360E+01    0.16798E+03    0.16005E-01
    0.45360E+01    0.17230E+03    0.15845E-01
    0.45360E+01    0.17664E+03    0.15758E-01
    0.45860E+01    0.47495E-01    0.13953E+01
    0.45860E+01    0.10875E+00    0.13953E+01
    0.45860E+01    0.16974E+00    0.13952E+01
    0.45860E+01    0.22981E+00    0.13951E+01
    0.45860E+01    0.28857E+00    0.13950E+01
    0.45860E+01    0.34565E+00    0.13949E+01
    0.45860E+01    0.40072E+00    0.13948E+01
    0.45860E+01    0.45343E+00    0.13946E+01
    0.45860E+01    0.50349E+00    0.13945E+01
    0.45860E+01    0.55060E+00    0.13943E+01
    0.45860E+01    0.59448E+00    0.13942E+01
    0.45860E+01    0.63487E+00    0.13940E+01
    0.45860E+01    0.67154E+00    0.13939E+01
    0.45860E+01    0.70427E+00    0.13937E+01
    0.45860E+01    0.73287E+00    0.13936E+01
    0.45860E+01    0.75716E+00    0.13935E+01
    0.45860E+01    0.77702E+00    0.13934E+01
    0.45860E+01    0.79231E+00    0.13933E+01
    0.45860E+01    0.80296E+00    0.13933E+01
    0.45860E+01    0.80890E+00    0.13932E+01
    0.45860E+01    0.82272E+00    0.13932E+01
    0.45860E+01    0.87351E+00    0.13929E+01
    0.45860E+01    0.95702E+00    0.13924E+01
    0.45860E+01    0.10639E+01    0.13917E+01
    0.45860E+01    0.11858E+01    0.13909E+01
    0.45860E+01    0.13160E+01    0.13898E+01
    0.45860E+01    0.14498E+01    0.13887E+01
    0.45860E+01    0.15834E+01    0.13874E+01
    0.45860E+01    0.17141E+01    0.13861E+01
    0.45860E+01    0.18399E+01    0.13847E+01
    0.45860E+01    0.19590E+01    0.13832E+01
    0.45860E+01    0.20699E+01    0.13818E+01
    0.45860E+01    0.21716E+01    0.13805E+01
    0.45860E+01    0.22630E+01    0.13792E+01
    0.45860E+01    0.23433E+01    0.13781E+01
    0.45860E+01    0.24118E+01    0.13771E+01
    0.45860E+01    0.24680E+01    0.13762E+01
    0.45860E+01    0.25114E+01    0.13756E+01
    0.45860E+01    0.25417E+01    0.13751E+01
    0.45860E+01    0.25586E+01    0.13748E+01
    0.45860E+01    0.26019E+01    0.13741E+01
    0.45860E+01    0.27625E+01    0.13715E+01
    0.45860E+01    0.30267E+01    0.13667E+01
    0.45860E+01    0.33648E+01    0.13601E+01
    0.45860E+01    0.37504E+01    0.13518E+01
    0.45860E+01    0.41625E+01    0.13420E+01
    0.45860E+01    0.45857E+01    0.13309E+01
    0.45860E+01    0.50085E+01    0.13190E+01
    0.45860E+01    0.54224E+01    0.13064E+01
    0.45860E+01    0.58206E+01    0.12935E+01
    0.45860E+01    0.61975E+01    0.12807E+01
    0.45860E+01    0.65489E+01    0.12682E+01
    0.45860E+01    0.68708E+01    0.12562E+01
    0.45860E+01    0.71604E+01    0.12451E+01
    0.45860E+01    0.74148E+01    0.12351E+01
    0.45860E+01    0.76320E+01    0.12264E+01
    0.45860E+01    0.78101E+01    0.12192E+01
    0.45860E+01    0.79476E+01    0.12135E+01
    0.45860E+01    0.80435E+01    0.12095E+01
    0.45860E+01    0.80970E+01    0.12072E+01
    0.45860E+01    0.82342E+01    0.12014E+01
    0.45860E+01    0.87435E+01    0.11794E+01
    0.45860E+01    0.95812E+01    0.11415E+01
    0.45860E+01    0.10654E+02    0.10908E+01
    0.45860E+01    0.11879E+02    0.10308E+01
    0.45860E+01    0.13189E+02    0.96511E+00
    0.45860E+01    0.14536E+02    0.89732E+00
    0.45860E+01    0.15884E+02    0.83041E+00
    0.45860E+01    0.17205E+02    0.76668E+00
    0.45860E+01    0.18478E+02    0.70772E+00
    0.45860E+01    0.19685E+02    0.65451E+00
    0.45860E+01    0.20812E+02    0.60750E+00
    0.45860E+01    0.21847E+02    0.56676E+00
    0.45860E+01    0.22778E+02    0.53213E+00
    0.45860E+01    0.23598E+02    0.50328E+00
    0.45860E+01    0.24298E+02    0.47984E+00
    0.45860E+01    0.24873E+02    0.46143E+00
    0.45860E+01    0.25318E+02    0.44770E+00
    0.45860E+01    0.25628E+02    0.43838E+00
    0.45860E+01    0.25801E+02    0.43327E+00
    0.45860E+01    0.26245E+02    0.42045E+00
    0.45860E+01    0.27897E+02    0.37644E+00
    0.45860E+01    0.30627E+02    0.31543E+00
    0.45860E+01    0.34147E+02    0.25502E+00
    0.45860E+01    0.38201E+02    0.20501E+00
    0.45860E+01    0.42589E+02    0.16724E+00
    0.45860E+01    0.47165E+02    0.13948E+00
    0.45860E+01    0.51817E+02    0.11876E+00
    0.45860E+01    0.56461E+02    0.10276E+00
    0.45860E+01    0.61024E+02    0.90002E-01
    0.45860E+01    0.65445E+02    0.79633E-01
    0.45860E+01    0.69666E+02    0.71127E-01
    0.45860E+01    0.73630E+02    0.64145E-01
    0.45860E+01    0.77284E+02    0.58443E-01
    0.45860E+01    0.80574E+02    0.53840E-01
    0.45860E+01    0.83445E+02    0.50189E-01
    0.45860E+01    0.85848E+02    0.47377E-01
    0.45860E+01    0.87736E+02    0.45313E-01
    0.45860E+01    0.89071E+02    0.43927E-01
    0.45860E+01    0.89823E+02    0.43172E-01
    0.45860E+01    0.90098E+02    0.42900E-01
    0.45860E+01    0.90516E+02    0.42492E-01
    0.45860E+01    0.91257E+02    0.41781E-01
    0.45860E+01    0.92305E+02    0.40805E-01
    0.45860E+01    0.93636E+02    0.39612E-01
    0.45860E+01    0.95220E+02    0.38258E-01
    0.45860E+01    0.97024E+02    0.36799E-01
    0.45860E+01    0.99008E+02    0.35291E-01
    0.45860E+01    0.10113E+03    0.33783E-01
    0.45860E+01    0.10335E+03    0.32315E-01
    0.45860E+01    0.10561E+03    0.30921E-01
    0.45860E+01    0.10788E+03    0.29626E-01
    0.45860E+01    0.11009E+03    0.28448E-01
    0.45860E+01    0.11219E+03    0.27401E-01
    0.45860E+01    0.11414E+03    0.26492E-01
    0.45860E+01    0.11589E+03    0.25725E-01
    0.45860E+01    0.11737E+03    0.25105E-01
    0.45860E+01    0.11856E+03    0.24631E-01
    0.45860E+01    0.11941E+03    0.24303E-01
    0.45860E+01    0.11989E+03    0.24121E-01
    0.45860E+01    0.12011E+03    0.24036E-01
    0.45860E+01    0.12060E+03    0.23857E-01
    0.45860E+01    0.12146E+03    0.23544E-01
    0.45860E+01    0.12270E+03    0.23112E-01
    0.45860E+01    0.12429E+03    0.22581E-01
    0.45860E+01    0.12623E+03    0.21973E-01
    0.45860E+01    0.12848E+03    0.21312E-01
    0.45860E+01    0.13104E+03    0.20624E-01
    0.45860E+01    0.13387E+03    0.19929E-01
    0.45860E+01    0.13696E+03    0.19245E-01
    0.45860E+01    0.14028E+03    0.18589E-01
    0.45860E+01    0.14380E+03    0.17970E-01
    0.45860E+01    0.14750E+03    0.17399E-01
